ID,speaker,stage,paragraph,source_file,Sound: Ja/Nein?,Lautstärkeniveau (0;1-5),Kommentar
1110,DUFROY,"sagt als hätte man von ihm verlangt, daß er den »Mond viereckig« machen solle.",Ich ... mich zu solchen Experimenten hergeben?,holz-ignorabimus.xml,ja,,
18,ONKEL LUDWIG,sagt als hätte sie ihm damit die denkbar stärkste Zumutung gestellt.,In dies neue Berlin?,holz-ignorabimus.xml,ja,,
724,GEORG,"sagt als hätte sie ihre Replik überhaupt gar nicht gesprochen; in der von ihm nun einmal
  gefaßten »Sündenbock«-idee zäh weiter.",Nur ihm ... verdanken wir jetzt diese Trennung ...,holz-ignorabimus.xml,ja,,
1785,DIE ERSCHEINUNG,"sagt als hätte sie von Anfang an auf diesen Moment nur gewartet; ihre Augen in
  seinen.","Ich durchschaue dich bis in deine innerste Gewissensqual! Du wirst jetzt bald erfahren, was Mariette so in Schuld verstrickte, daß sie sich selbst ...",holz-ignorabimus.xml,ja,,
3016,ONKEL LUDWIG,sagt als ob Dufroy ihn gar nicht unterbrochen.,"Während das geflügelte Kroopzeug gleichzeitig sich, wie toll, auf- und übereinander warf und das ganze Blattwerk, Rankengewirr und Gittergeflecht ringsum sich, wie mit einem Schlag, in ein einziges, sich zuchtlos paarendes und kopulierendes, schleimiges Basilisken-, Ottern- und Molchgewürm verwandelt hatte ...",holz-ignorabimus.xml,ja,,
3756,DUFROY,sagt als ob er aufs felsenfesteste davon überzeugt wäre.,Aber ganz gewiß nicht! Ganz und gar gewiß nicht! Marianne ... denkt nicht mehr daran!,holz-ignorabimus.xml,ja,,
2990,ONKEL LUDWIG,"sagt als ob er das Bild, allein schon durch seinen Blick in tausend Fetzen reißen
  wollte.",Buhlerisches ...,holz-ignorabimus.xml,ja,,
1660,ONKEL LUDWIG,sagt als ob er seinen Stiefbruder »auffressen« wolle.,Und noch dazu im Stockdunkeln?,holz-ignorabimus.xml,ja,,
2851,ONKEL LUDWIG,sagt als ob seine Zunge noch wie gelähmt wäre.,All ... m ... mählich ...«,holz-ignorabimus.xml,ja,,
882,UEXKÜLL,"sagt als sei ihm das allergrößte Unrecht geschehn; bald zu ihm, bald zu Marianne
  rüber.","Ich komme direkt vom Bahnhof Friedrichstraße! Ich bin vor knapp einer halben Stunde erst aus meinem Zug gestiegen! Es scheint hier irgend etwas ... wie eine Verwechslung, oder ein Irrtum vorzuliegen!",holz-ignorabimus.xml,ja,,
13,ONKEL LUDWIG,sagt als wär ihm etwas in die Kehle gekommen.,Tja!,holz-ignorabimus.xml,ja,,
1069,DUFROY,sagt als wäre nun alles bereits damit erledigt.,"Daß du aber damit wieder von neuem anfängst, und nun noch gar hier mitten in Berlin ...",holz-ignorabimus.xml,ja,,
1022,GEORG,"sagt als wolle er noch immer im Grunde ihrer Seele lesen; die ersten Worte langsam, dann
  etwas schneller, lebhaft und steigend nachdrücklich betont.",Mir kommt fast vor ... als ob du mich damit plötzlich ... von einem Nachdenken abhalten wolltest ... über einen psychischen Rätselkomplex ... den ich mir unter allen Umständen erst gelöst haben müßte ... bevor ich ...,holz-ignorabimus.xml,ja,,
1379,DUFROY,sagt am »Ende seiner Geduld«; zu Georg.,Wenn du nicht jetzt bald ...,holz-ignorabimus.xml,ja,,
1137,GEORG,sagt amüsiert-ironische Geste; fast verächtlich.,Gegen eine solche ... glänzende Art der Beweisführung ...,holz-ignorabimus.xml,ja,,
80,MARIANNE,sagt amüsiert; scherzend.,Das ist aber nett von dir!,holz-ignorabimus.xml,ja,,
1375,ONKEL LUDWIG,"sagt an dem die ihm eben von Uexküll plötzlich so gezwungen »großmütig zugestandne
  »Kapazität« denn doch nicht so ganz spurlos vorübergegangen ist; nicht viel anders und
  fast gleichzeitig.",Wie soll bei dieser ewgen Katzbalgerei ...?!,holz-ignorabimus.xml,ja,,
3283,DUFROY,sagt an diesen für ihn Qualworten fast würgend.,Den ich noch dazu selbst ...,holz-ignorabimus.xml,ja,,
3413,GEORG,"sagt an Dufroys »Erklärung«, wenn auch in anderm Ton als Onkel Ludwig, skeptisch Kritik
  übend.",»Traumvision!«,holz-ignorabimus.xml,ja,,
623,MARIANNE,sagt an ihm vorbei wie ins Leere blickend.,"Wir haben in diesen ganzen Jahren Dinge, die uns angingen, noch nie auch nur mit einem einzigen Wort berührt!",holz-ignorabimus.xml,ja,,
1315,MARIANNE,"sagt an ihm vorüber, ohne ihn anzublicken, und auf die Tür links zu; bevor sie diese
  ganz erreicht hat, sich noch mal nach ihm.",Ich ... hasse und ... verabscheue Sie!,holz-ignorabimus.xml,ja,,
541,MARIANNE,sagt an ihrer Gegenüberzeugung festhaltend.,Solange du mir nicht ...,holz-ignorabimus.xml,ja,,
2918,ONKEL LUDWIG,"sagt an Kraft unvermindert, ja sogar eher noch an ihr gewinnend, erst jetzt seinen Satz
  schließend.",Und auf mich ... lauert und wartet!,holz-ignorabimus.xml,ja,,
1981,ONKEL LUDWIG,"sagt an seinem Gedanken und seinem Satz hartnäckigst festhaltend; in Ton und Geste mit
  wachsender Bestimmtheit; Vogellärm lebhafter.","Eine solche anima poenitens muß ja normaliter zwischen Himmel und Erde als so n dunkler, trostloser, unheilbringender Truggeist ...",holz-ignorabimus.xml,ja,,
948,ONKEL LUDWIG,sagt an seinem Stock sich jetzt mühsam hochkräpelnd.,Ich muß Ihnen doch noch wenigstens ... unser Haus und ...,holz-ignorabimus.xml,ja,,
3308,ONKEL LUDWIG,sagt an seinem Stock sich mühsam aufrappelnd.,Dann ... wollen wir doch aber auch ... sofort ...,holz-ignorabimus.xml,ja,,
77,ONKEL LUDWIG,sagt an selbstbewußter Bestimmtheit sich jetzt womöglich noch überbietend.,Mulier taceat in ecclesia. De nihilo nihil! Das Weib ist die Wurzel alles Übels!,holz-ignorabimus.xml,ja,,
2923,DUFROY,sagt andrer Tonfall; gequält-schmerzlichst.,Liebster Ludwig!,holz-ignorabimus.xml,ja,,
68,MARIANNE,sagt andrer Tonfall; sich jetzt doch etwas zur Wehr setzend.,Du solltest zu mir ...,holz-ignorabimus.xml,ja,,
1999,ONKEL LUDWIG,"sagt angesichts seiner Teilnahmlosigkeit für »diese, wie man sich doch sagen muß, mit
  höchsten Dinge«, auf ein andres Thema.","Da hatten wir uns so kummervoll bemüht ... fast drei ganze, volle, ausgeschlagne Jahre lang ... und nun ... hat mit einem einzgen, tückischen Schlag ...",holz-ignorabimus.xml,ja,,
2211,DUFROY,"sagt angstvollst aus seinem Sessel und die fast wieder in Ohnmacht Gefallne mit beiden
  Armen stützend.",Kind!,holz-ignorabimus.xml,ja,,
3183,DUFROY,"sagt anklagend, fast schmerzlich.",Je wieder ...,holz-ignorabimus.xml,ja,,
421,MARIANNE,"sagt ansprechend; halb wie hysterisch; fast mit jedem Rhythmen- und Atemstoß sich
  steigernd; neuer Wolkenschatten.","Redet mir vor, was euch beliebt! Wiederholt, was ihr wollt! Jene entsetzliche, unheimliche, grauenerregende Prophezeiung ... die mich gepeinigt hat und gequält ... unter der ich gelitten, im stillen, die ganze Zeit ...",holz-ignorabimus.xml,ja,,
589,MARIANNE,sagt apathisch ablehnend.,Das ist ja alles ...,holz-ignorabimus.xml,ja,,
379,ONKEL LUDWIG,sagt ärgerlich-trotzig.,Na also!,holz-ignorabimus.xml,ja,,
2738,DUFROY,sagt argwöhnisch drängend-besorgt.,Doch nicht etwa ...?,holz-ignorabimus.xml,ja,,
167,ONKEL LUDWIG,"sagt auch dadurch wieder noch keineswegs, auch nur um einen Millimeter, aus seinem
  Konzept gebracht.","Dem ich ein dankbares Andenken ... du kannst kakeln, was du willst ... nie verweigern werde ...",holz-ignorabimus.xml,ja,,
1109,GEORG,sagt auch diesem dritten Ausbruch gegenüber wieder »unglaublich vernünftig«.,"Das primärste Prinzip aller Wissenschaftlichkeit, die erste Voraussetzung aller Forschung ... du gestattest, daß ich auf dein eignes Glaubensbekenntnis zurückkomme ...",holz-ignorabimus.xml,ja,,
2024,UEXKÜLL,"sagt auch diesen erneuten Angriff, jetzt womöglich noch selbstsichrer,
  abschlagend.","Da Herr Professor,",holz-ignorabimus.xml,ja,,
1117,GEORG,"sagt auch durch diese »starken Worte« wieder noch absolut nicht aus seiner Gelassenheit
  gebracht; ihm nur amüsiert-ironisch seinen.",Nachdem du dem Versucher ...,holz-ignorabimus.xml,ja,,
3319,GEORG,sagt auch ihre gemeinsame Frage wieder ignorierend; nach der Uhr.,Über viertel Zwölf!,holz-ignorabimus.xml,ja,,
2438,UEXKÜLL,"sagt auch jetzt aus der Überzeugung, noch nicht überführt zu sein.",So sehr ... Ihre Annahme ...,holz-ignorabimus.xml,ja,,
2907,DUFROY,"sagt auch jetzt noch auf und ab; ihn noch immer nicht anblickend; erbittert mit beiden
  Armen hoch.",Aber mein Gott!,holz-ignorabimus.xml,ja,,
1427,DUFROY,sagt auch jetzt noch in dem gleichen Bestreben.,Immerhin! Ich biete dir für alle Fälle noch mal ... eine Untersuchung an!,holz-ignorabimus.xml,ja,,
3024,ONKEL LUDWIG,"sagt auch jetzt noch in seinem selben Satz; in dessen anklagendem Haß
  ungebrochen.","Unersättlicher als Messalina, entfesselter als Phryne, ekstatisch aufgelöster als Leda, Danae und Jo, in brünstig zuckend ruchlosem Wollustkrampf,",holz-ignorabimus.xml,ja,,
3297,DUFROY,sagt auch jetzt noch wie vorhin.,Und Marianne stets ... sobald sie bei uns drüben war ... immer wieder von dir erzählte ...,holz-ignorabimus.xml,ja,,
3356,ONKEL LUDWIG,sagt auch jetzt wieder ganz aus Dufroys Seite.,»Beliebt!«,holz-ignorabimus.xml,ja,,
1739,DIE ERSCHEINUNG,sagt auch jetzt wieder nur zu Uexküll und noch immer sich steigernd.,Du hast es schon einmal gesehn!,holz-ignorabimus.xml,ja,,
2903,DUFROY,"sagt auch jetzt wieder, kaum von ihm unterbrochen, noch immer sich steigernd.","Zumal, besonders und noch obendrein, wenn ich überzeugt bin, wenn alles in mir bis in die letzte Faser davon durchdrungen ist, wenn mein ganzes Innre es gradezu wie eine Art fatalistische Gewißheit verspürt, daß sein Leben in meiner Hand liegt, daß ich nur zuzuknallen brauche, um ihn vor mir niederbrechen zu sehn, und daß er, überzeugt und durchdrungen von der gleichen, ehernen, unabwendbaren Gewißheit, sich mir zu diesem Zweck freiwillig und von selber stellen wird ... in eigner Sache zugleich Richter und Nachrichter, kalten Bluts ...",holz-ignorabimus.xml,ja,,
1166,MARIANNE,"sagt auch sie noch wie vorhin; dabei aber zwischendurch, einen kurzen Moment, jetzt
  erregt nach Georg rüberblickend; ihre Stimme hat auf einmal einen fast harten
  Klang.",Du wirst mir doch damit ... hoffentlich ... nicht etwa andeuten wollen ...,holz-ignorabimus.xml,ja,,
2058,UEXKÜLL,"sagt auf den diese Nachricht ganz anders gewirkt; über Onkel Ludwigs Beschwerde hinweg;
  allervorsichtigst sondierend.","Dürften ... Verzeihung, gegen Ihren überraschenden Entschluß ... nicht allein schon Exzellenz ...",holz-ignorabimus.xml,ja,,
2377,ONKEL LUDWIG,sagt auf den dieser zornige Ausbruch seines sonst so gesitteten »Herrn.,Du willst dich nich ...,holz-ignorabimus.xml,ja,,
914,ONKEL LUDWIG,"sagt auf den großen bequemen Mittelsitz zu; dabei nach dem kleinen Hocker links weisend;
  vertraulich-gemütlich.","Setzen sich, lieber junger Freund, setzen sich! ...",holz-ignorabimus.xml,ja,,
191,ONKEL LUDWIG,"sagt auf diesen Ton gar nicht achtend; in letzter, verzweifelter Steigrung, mit der
  flachen Rechten, während seine Augen sich einen Moment lang schließen, wie erschöpft vor
  die Stirn fassend.","Wenn das aber einem so hier ... ohne daß man etwas dagegen kann ... im Wachen und im Traum, im Traum und im Wachen ... nun schon seit fast einem dreiviertel Jahrhundert ... immer wieder dieselben ... unreinen, widrigen, sumpfschillrigsten Blüten und Blasen auftreibt ... daß man sich oft ... und manchmal ... selbst wie son ... Verbrecher ...",holz-ignorabimus.xml,ja,,
1924,ONKEL LUDWIG,"sagt auf dieses nachträgliche, noch dazu immer noch halb verklausulierte Zugeständnis
  gar keinen Wert legend; wieder feindselig.","Was Sie jetzt denken und glauben, oder nich, das ist ja alles ...",holz-ignorabimus.xml,ja,,
3028,ONKEL LUDWIG,"sagt auf Dufroy kaum achtend, erst jetzt seine lange Riesenperiode damit schließend,
  erschöpft-verzweifeltst vor sich hin.",Die ... eigne Mutter!! Die ... eigne ...,holz-ignorabimus.xml,ja,,
2677,GEORG,"sagt auf Dufroys Worte, die für ihn leerer und inhaltsloser als das ausgedroschenste
  Stroh sind, gar nicht achtend; letzte, verzweifeltste Steigerung; den ersten Iktus
  wieder auf den Schreibtisch klopfend.","»Wissenschaft!!« ... Mit einem Schmetterlingskäscher nach den Plejaden schlagen! Sandkörnchen um Sandkörnchen, von allen Seiten, mühsam, zu einem tausendtürmigen Bau von Babel zusammenkärrnern, der nach wenigen Generationen schon, kaum daß er noch im Rohsten über seine ersten, dürftigsten Stockwerke gediehen, immer wieder regelmäßig, von sämtlichen Ecken her, in sich zerbirst und zerbricht! Gott und den Teufel, als überwundne Überflüssigkeiten, für ein unmögliches Paradoxon, für einen dualistisch-antithetischen Widerspruch in sich selbst erklären und sich gleichzeitig ohnmächtig damit zufrieden geben, daß dann derselbe Nonsens, daß dann die konforme Unmoral, nur noch vermyriaden- und verunendlichfacht, sich durch alles Geschehn und durch alle Dinge zieht und nun glücklich bis in die letzte, winzigste Lebenszelle und bis in das fernste, flüchtigste Weltatom klafft!",holz-ignorabimus.xml,ja,,
924,MARIANNE,"sagt auf eine nach ihr wie vorstellend präsentierende Geste Onkel Ludwigs; ganz
  entsetzt.",Onkel!,holz-ignorabimus.xml,ja,,
3493,MARIANNE,"sagt auf ihn gar nicht achtend, ergriffen, vor sich hin.","Warnend, drohend und unmißverständlich deutlich verkündigt wurde ...",holz-ignorabimus.xml,ja,,
2993,DUFROY,sagt auf ihn zu; erregt.,Nun bitte ich dich aber dringend ...,holz-ignorabimus.xml,ja,,
2392,UEXKÜLL,sagt auf ihre Frage wieder nicht antwortend; wie vorhin; nur noch gesteigert.,"Jede Minute können die Herren ... Sie müssen mir vergeben und vergessen! ... Sie müssen mir verzeihn, was ich Ihnen heute nachmittag ...",holz-ignorabimus.xml,ja,,
2170,DUFROY,"sagt auf ihre, wie er der ganzen Sachlage nach ja ebenfalls glauben muß,
  »Verstellungskomödie« als kluger Arzt ohne weiteres eingehend.",Gefällt er dir?,holz-ignorabimus.xml,ja,,
3253,DUFROY,sagt auf sein Dazwischenschiebsel gar nicht achtend; konzentriert.,"Daß meine ganze, empörte, gerechte Auflehnung und Entrüstung ... daß mein Grimm und mein Groll ... daß meine Rachsucht ... die sich bereits wie eine erbitterte Bestie ...",holz-ignorabimus.xml,ja,,
3099,ONKEL LUDWIG,sagt auf sein durch Dufroy auch jetzt noch nicht erledigtes Thema wieder zurück.,Du hast mir doch aber eben ...,holz-ignorabimus.xml,ja,,
801,MARIANNE,"sagt auf seine Antwort, aber mit dem Bestreben, ihm dies möglichst nicht zu zeigen,
  schon im voraus lebhaft gespannt.","Bist du bei Mariette ... und sei dies auch nur ein einziges Mal gewesen ... auf eine ähnliche Anteilnahme an deinem damaligen »Haupt- und Lebenswerk«, wie du es nanntest, gestoßen?",holz-ignorabimus.xml,ja,,
3200,ONKEL LUDWIG,"sagt auf seine betreffende, allergenauste Erinnrung sich hartnäckigst
  kaprizierend.",»One of the most celebrated German scholars fallen without a guide on a scientific expedition in the High Pyrenees!« Las ich damals selbst ...,holz-ignorabimus.xml,ja,,
3631,MARIANNE,sagt auf seine Frage nicht reagierend; in ihrem Satz weiter.,"Den wir bereits vollkommen wieder frisch und gesund gepflegt hatten ... nach sieben Wochen plötzlich ... ohne, daß die auf deinen eignen Wunsch vorgenommene Obduktion auch nur die geringste, erkennbare Todesursache ergeben hätte ...",holz-ignorabimus.xml,ja,,
896,ONKEL LUDWIG,sagt auf seinen Stab sich stützend.,Jetzt von mir natürlich bloß benutzt ...,holz-ignorabimus.xml,ja,,
9,ONKEL LUDWIG,"sagt auf seinen Stock jetzt, forschend-eindringlich, gegen sie vorgebeugt.",Willst dus mir nicht sagen?,holz-ignorabimus.xml,ja,,
462,DUFROY,"sagt auf seinen Ton nicht reagierend; überlegen-ruhig; jetzt am Tisch etwas den Sessel
  rückend, in dem vorhin Marianne gesessen.",Du erlaubst?,holz-ignorabimus.xml,ja,,
1097,DUFROY,sagt auf seinen Ton nicht reagierend.,Bereits auf der nächsten Seite ...,holz-ignorabimus.xml,ja,,
1585,GEORG,"sagt auf seinen vorgefaßten »Plan« dadurch nur um so erpichter; jetzt, ähnlich wie ganz
  am Anfang, wieder hinter seinem Tisch.","Nennen Sie es, beide Herren, wie Sie es wollen, betitulieren Sie diese »Veranstaltung«, wie Sie Lust haben,",holz-ignorabimus.xml,ja,,
221,ONKEL LUDWIG,sagt auf sie gar nicht achtend.,Gelebt. was man so »leben« nennen kann ... hat man doch eigentlich ...,holz-ignorabimus.xml,ja,,
3387,GEORG,sagt auf sie zu; in maßlosem Entsetzen.,Marianne!,holz-ignorabimus.xml,ja,,
1997,ONKEL LUDWIG,"sagt auf Uexkülls Anspannung nach links hin, auch jetzt wieder, gar nicht reagierend; in
  seinem, wie er davon durchdrungen ist, berechtigten Beschwerdeausbruch weiter.","Die einfachen, schlichten Wahrnehmungen und Apperzeptionen unsrer menschlichen fünf Sinne sind und müssen uns doch schließlich in dieser Welt des sensuellen Scheins die wenn auch nicht einzigen und unbedingt verläßlichen, so doch immerhin vorwiegenden und präponderierenden Kriterien bleiben!",holz-ignorabimus.xml,ja,,
195,ONKEL LUDWIG,sagt aufbegehrend-mißtrauisch.,Hm?!,holz-ignorabimus.xml,ja,,
1085,DUFROY,sagt aufbrausend.,Du hättest dich ...,holz-ignorabimus.xml,ja,,
2646,DUFROY,"sagt auffahrend, ihn unterbrechend.",Gestatte! Verzeih! ...,holz-ignorabimus.xml,ja,,
1246,GEORG,sagt auffahrend; bei Dufroy und Onkel Ludwig sofort Protest erhebend.,Ich möchte da doch ...,holz-ignorabimus.xml,ja,,
1369,ONKEL LUDWIG,sagt auffahrend; zu Uexküll rüber.,Wie beliebt?,holz-ignorabimus.xml,ja,,
1154,DUFROY,sagt aufgebracht-ablehnend.,Wie soll ich das wissen?!,holz-ignorabimus.xml,ja,,
1492,DUFROY,"sagt aufgebracht-lebhaft; den abscheulichen »Verdacht«, der jetzt noch mal und wieder in
  ihm aufgestiegen, nun noch mal und wieder von sich weisend; Onkel Ludwigs »Resistenz«
  allernachdrücklichst unterstützend.",Und wo es sich um ein »Datum« vielleicht überhaupt noch nicht einmal handelt!,holz-ignorabimus.xml,ja,,
391,ONKEL LUDWIG,sagt aufgebracht-zornige Geste nach dem Garten hin.,Was uns die ganze Gesellschaft da drüben überhaupt angeht?,holz-ignorabimus.xml,ja,,
1244,ONKEL LUDWIG,"sagt aufgeräumt, ihn unterbrechend.",Famos!,holz-ignorabimus.xml,ja,,
1455,GEORG,"sagt aufgereckt-drohend, jeden Akzent schärfst betont.","Ich lasse jetzt jede Maske vor Ihnen fallen, Herr Baron!",holz-ignorabimus.xml,ja,,
1190,GEORG,sagt aufgereckt.,Nun? ...,holz-ignorabimus.xml,ja,,
3435,GEORG,"sagt aufgeregt, hastig, Geste.",Dann geht! Geht!! Es ist besser ...,holz-ignorabimus.xml,ja,,
1254,MARIANNE,sagt aufgerichtet; Uexküll jetzt fest anblickend; ihre Worte seltsam betont.,Wenn Herr Baron ... sich von dieser Sitzung ...,holz-ignorabimus.xml,ja,,
2610,ONKEL LUDWIG,sagt aufgesprungen; schon ebenfalls bei ihr; sich fast die Haare raufend.,Um alles in der Welt!! Um alles in der Welt!!,holz-ignorabimus.xml,ja,,
3219,DUFROY,"sagt aufgestanden und sich wieder in Bewegung setzend; erst jetzt seinen Satz
  schließend.",Schon um zwei oder drei Lustren früher zu gönnen!,holz-ignorabimus.xml,ja,,
619,MARIANNE,"sagt aufgestanden; ihm gegenüber; ihren Hut, den sie vom Tisch genommen, in der
  starrkrampfhaft herabhängenden Rechten.",Wenn du willst ... verlasse ich dies Haus ... mit dir schon jetzt ...,holz-ignorabimus.xml,ja,,
3136,DUFROY,sagt aufgestanden.,Hm! ...,holz-ignorabimus.xml,ja,,
2276,DUFROY,"sagt aufhaltende, abwehrende Geste zu Georg rüber.",Wir waren alle Zeugen! Es ist jetzt wahrhaftig nicht noch nötig ...,holz-ignorabimus.xml,ja,,
598,DUFROY,sagt aufhorchend-neugierig.,Aufzeichnungen? Was für ...?,holz-ignorabimus.xml,ja,,
2110,ONKEL LUDWIG,sagt aufhorchend-ungläubig.,»Inzwischen überzeugt?«,holz-ignorabimus.xml,ja,,
2001,ONKEL LUDWIG,sagt aufhorchend-verwundert.,Wie meinen?,holz-ignorabimus.xml,ja,,
1182,GEORG,"sagt aufrecht, regungslos, fest.","Um einer Idee ... die älter ist, als eure ganze, sogenannte moderne Wissenschaft ... einen Streiter mehr zuzuführen!",holz-ignorabimus.xml,ja,,
